file,species,px_cm,base_x,base_y,tip_x,tip_y
CHA7B_g.tif,Erythroxylym coca,28.4,277,200.5,121.75,205
CHA7B_h.tif,Erythroxylym coca,28.4,276.25,192.5,122.5,201.75
CHA7B_i.tif,Erythroxylym coca,28.4,268.25,198.5,130.75,206.75
CHA7M_a.tif,Erythroxylym coca,28.4,284,200.75,116,203
CHA7M_b.tif,Erythroxylym coca,28.4,283.25,193.5,116.75,204.25
CHA7M_c.tif,Erythroxylym coca,28.4,282.25,202.25,117.75,201.25
CHA7M_d.tif,Erythroxylym coca,28.4,283,202.25,116.75,194.75
CHA7M_e.tif,Erythroxylym coca,28.4,278,195.5,121.5,199
CHA7M_f.tif,Erythroxylym coca,28.4,274.75,209.5,124.75,195.5
CHA7M_g.tif,Erythroxylym coca,28.4,274.75,198.75,124.5,191.75
CHA7M_h.tif,Erythroxylym coca,28.4,267.5,193.75,130.75,199.25
CHA7M_i.tif,Erythroxylym coca,28.4,307,196.5,93.5,201.5
CHA7M_j.tif,Erythroxylym coca,28.4,300.833,209.5,97.833,201.833
CHA7M_k.tif,Erythroxylym coca,28.4,287,208.25,111.75,202.75
CHA7M_l.tif,Erythroxylym coca,28.4,291.75,190.75,108,199.5
CHA7M_m.tif,Erythroxylym coca,28.4,294.167,204.833,104.5,201.833
CHA7M_n.tif,Erythroxylym coca,28.4,285.75,186,114,207
CHA7M_o.tif,Erythroxylym coca,28.4,280.75,203.5,118.75,198
CHA7M_p.tif,Erythroxylym coca,28.4,290,201.5,108.75,200.25
CHA8A_a.tif,Erythroxylym coca,28.4,277,213.25,122.75,191
CHA8A_b.tif,Erythroxylym coca,28.4,273,187.25,126.75,213
CHA8A_c.tif,Erythroxylym coca,28.4,274,183.75,125.75,215.25
CHA8A_d.tif,Erythroxylym coca,28.4,286.25,200.25,112.75,203.75
CHA8A_e.tif,Erythroxylym coca,28.4,283.25,182.5,116.5,207.25
CHA8A_f.tif,Erythroxylym coca,28.4,296.75,189.75,102.75,207
CHA8A_g.tif,Erythroxylym coca,28.4,292.75,204,105.75,201
CHA8A_h.tif,Erythroxylym coca,28.4,282.25,195.75,117.75,199
CHA8A_i.tif,Erythroxylym coca,28.4,272,189.75,126.75,207.75
CHA8A_j.tif,Erythroxylym coca,28.4,272,196.5,127,205
CHA8B_a.tif,Erythroxylym coca,28.4,285,192.5,113.75,215
CHA8B_b.tif,Erythroxylym coca,28.4,293,199.25,105.75,202.75
CHA8B_c.tif,Erythroxylym coca,28.4,279.25,211,120.75,190
CHA8B_d.tif,Erythroxylym coca,28.4,289,200.25,111,201.25
CHA8B_e.tif,Erythroxylym coca,28.4,289,213.25,110.75,201.5
CHA8B_f.tif,Erythroxylym coca,28.4,277.25,199.5,121.75,205
CHA8B_g.tif,Erythroxylym coca,28.4,283.25,208.25,116.5,195.25
CHA8B_h.tif,Erythroxylym coca,28.4,277.5,196.833,122.167,205.833
CHA8B_i.tif,Erythroxylym coca,28.4,301.833,212.5,98.167,192.5
CHA8B_j.tif,Erythroxylym coca,28.4,283.833,203.5,115.833,203.5
CHA8M_a.tif,Erythroxylym coca,28.4,280,198.25,119.75,208.75
CHA8M_b.tif,Erythroxylym coca,28.4,286.25,197.75,113.75,200.25
CHA8M_c.tif,Erythroxylym coca,28.4,295.25,192.5,103.75,201.5
CHA8M_d.tif,Erythroxylym coca,28.4,283.5,193.5,115.75,206.5
CHA8M_e.tif,Erythroxylym coca,28.4,297.25,198.25,103,198
CHA8M_f.tif,Erythroxylym coca,28.4,280,207,119.75,199.25
CHA8M_g.tif,Erythroxylym coca,28.4,284.25,201.75,114.75,202
CHA8M_h.tif,Erythroxylym coca,28.4,276.833,194.167,121.833,202.167
CHA8M_i.tif,Erythroxylym coca,28.4,285,191.5,114.75,200.25
CHA8M_j.tif,Erythroxylym coca,28.4,286,204.5,112.5,197
CHA8M_k.tif,Erythroxylym coca,28.4,306.5,204,92,197
CHA8M_l.tif,Erythroxylym coca,28.4,294.25,197.75,104.75,200
CHA9A_a.tif,Erythroxylym coca,28.4,283.25,196.5,115.75,205.5
CHA9A_b.tif,Erythroxylym coca,28.4,278.25,202.25,121.75,200.5
CHA9A_c.tif,Erythroxylym coca,28.4,296.25,203,103.75,207.5
CHA9A_d.tif,Erythroxylym coca,28.4,272.25,196.75,127.75,200
CHA9A_e.tif,Erythroxylym coca,28.4,286.25,200,112.75,204
CHA9A_f.tif,Erythroxylym coca,28.4,274,200,125.75,199.75
CHA9A_g.tif,Erythroxylym coca,28.4,274.25,204,126,203.5
CHA9A_h.tif,Erythroxylym coca,28.4,278.75,191.75,119.75,207
CHA9A_i.tif,Erythroxylym coca,28.4,279.75,199,118.75,204.75
CHA9A_j.tif,Erythroxylym coca,28.4,289.25,196.5,109.75,203.25
CHA9A_k.tif,Erythroxylym coca,28.4,283.25,198.5,115.5,197.75
CHA9A_l.tif,Erythroxylym coca,28.4,286.25,203,112.5,203.5
CHA9B_a.tif,Erythroxylym coca,28.4,276.75,213,123,195
CHA9B_b.tif,Erythroxylym coca,28.4,292.25,206.75,108,201.75
CHA9B_c.tif,Erythroxylym coca,28.4,277.75,211,121.75,194.25
CHA9B_d.tif,Erythroxylym coca,28.4,284,200,115.75,193.5
CHA9B_e.tif,Erythroxylym coca,28.4,284,202.5,114.5,195.25
CHA9B_f.tif,Erythroxylym coca,28.4,287.167,201.833,112.833,200.5
CHA9B_g.tif,Erythroxylym coca,28.4,293,205.5,105.5,194.75
CHA9B_h.tif,Erythroxylym coca,28.4,281,204.75,117.5,192.75
CHA9B_i.tif,Erythroxylym coca,28.4,286.75,206,111.75,195.5
CHA9B_j.tif,Erythroxylym coca,28.4,286,200.5,113.75,199
CHA9B_k.tif,Erythroxylym coca,28.4,283,201.25,115.75,197
CHA9B_l.tif,Erythroxylym coca,28.4,299.167,200.167,100.833,188.167
CHA9B_m.tif,Erythroxylym coca,28.4,278.25,204.25,120.75,193.5
CHA9B_n.tif,Erythroxylym coca,28.4,275.25,194.75,124.5,205.5
CHA9M_a.tif,Erythroxylym coca,28.4,274,199.5,124.75,198
CHA9M_b.tif,Erythroxylym coca,28.4,287,182.75,112,211.25
CHA9M_c.tif,Erythroxylym coca,28.4,277,184,123,216
CHA9M_d.tif,Erythroxylym coca,28.4,276,200,124,204
CHA9M_e.tif,Erythroxylym coca,28.4,294,202.25,104.75,192
CHA9M_f.tif,Erythroxylym coca,28.4,271,185,127.75,210.5
CHA9M_g.tif,Erythroxylym coca,28.4,291.25,188.75,107.5,199.75
CHA9M_h.tif,Erythroxylym coca,28.4,289.25,203.5,109.75,202.75
CHA9M_i.tif,Erythroxylym coca,28.4,295.5,190,104.75,216.75
CHI1A_a.tif,Erythroxylym coca,28.4,263.333,197.5,135.5,201.667
CHI1A_b.tif,Erythroxylym coca,28.4,268,201.25,130.75,193.5
CHI1A_c.tif,Erythroxylym coca,28.4,267.25,197,132.75,205.5
CHI1A_d.tif,Erythroxylym coca,28.4,278.25,205.75,121.5,193
CHI1A_e.tif,Erythroxylym coca,28.4,270.5,193.5,128.75,205.5
CHI1A_f.tif,Erythroxylym coca,28.4,272,218.5,126.75,185
CHI1A_g.tif,Erythroxylym coca,28.4,274,194.75,125.75,203.25
CHI1A_h.tif,Erythroxylym coca,28.4,285.25,207.5,114.75,200
CHI1A_i.tif,Erythroxylym coca,28.4,277.5,195,122.75,203.25
CHI1A_j.tif,Erythroxylym coca,28.4,275.25,205.75,124.75,201.5
CHI1A_k.tif,Erythroxylym coca,28.4,281.5,193.25,118.75,206.5
CHI1A_l.tif,Erythroxylym coca,28.4,289.25,215,110.75,196.25
CHI1B_a.tif,Erythroxylym coca,28.4,260.333,189.5,138.667,204
CHI1B_b.tif,Erythroxylym coca,28.4,290,192.75,109.75,207
CHI1B_c.tif,Erythroxylym coca,28.4,312.833,203.167,86.5,205.167
CHI1B_d.tif,Erythroxylym coca,28.4,283.75,200.75,114.75,205.25
CHI1B_e.tif,Erythroxylym coca,28.4,284.25,203.75,114.75,198
CHI1B_f.tif,Erythroxylym coca,28.4,290.5,193.167,110.167,197.167
CHI1B_g.tif,Erythroxylym coca,28.4,288,188.25,110.75,202.25
CHI1B_h.tif,Erythroxylym coca,28.4,284.5,196.75,115.75,204.25
CHI1B_i.tif,Erythroxylym coca,28.4,301.167,202.833,98.5,195.833
CHI1B_j.tif,Erythroxylym coca,28.4,301.167,205.167,99.167,199.5
CHI1M_a.tif,Erythroxylym coca,28.4,263.333,199.333,136.5,196.5
CHI1M_b.tif,Erythroxylym coca,28.4,278.5,178.5,121.75,209.5
CHI1M_c.tif,Erythroxylym coca,28.4,287.25,181.5,112.5,204.5
CHI1M_d.tif,Erythroxylym coca,28.4,271,201.75,127.75,204.5
CHI1M_e.tif,Erythroxylym coca,28.4,275.5,205.25,123.75,197
CHI1M_f.tif,Erythroxylym coca,28.4,277.5,189.167,122.167,205.833
CHI1M_g.tif,Erythroxylym coca,28.4,290.25,196,109,213.75
CHI1M_h.tif,Erythroxylym coca,28.4,253.5,205.5,146.667,194.667
CHI1M_i.tif,Erythroxylym coca,28.4,252.333,203.667,147.667,203.5
CHI1M_j.tif,Erythroxylym coca,28.4,244.375,205.875,155.5,200.875
CHI1M_k.tif,Erythroxylym coca,28.4,271.5,196.75,127.5,206
CHI1M_l.tif,Erythroxylym coca,28.4,275.5,185.75,123.75,204
CHI1M_m.tif,Erythroxylym coca,28.4,283,195.5,115.5,209.75
CHI1M_n.tif,Erythroxylym coca,28.4,274.5,183.5,125.75,199
CHI1M_o.tif,Erythroxylym coca,28.4,266.25,195.5,132.5,201.25
CHI2A_a.tif,Erythroxylym coca,28.4,290.25,209.75,108.5,200.5
CHI2A_b.tif,Erythroxylym coca,28.4,305.167,184.167,93.833,212.167
CHI2A_c.tif,Erythroxylym coca,28.4,286.25,197.75,112.75,201.75
CHI2A_d.tif,Erythroxylym coca,28.4,274,188.75,125.5,203
CHI2A_e.tif,Erythroxylym coca,28.4,293.5,197,105.75,209.75
CHI2A_f.tif,Erythroxylym coca,28.4,293.25,189.75,105.5,226.25
CHI2A_g.tif,Erythroxylym coca,28.4,302.167,210.833,96.833,201.5
CHI2A_h.tif,Erythroxylym coca,28.4,288.25,195,111.75,199.75
CHI2A_i.tif,Erythroxylym coca,28.4,283.25,188,116.5,207.25
CHI2A_j.tif,Erythroxylym coca,28.4,264.333,186.167,135.5,205
CHI2B_a.tif,Erythroxylym coca,28.4,284,199.25,114.75,194.5
CHI2B_b.tif,Erythroxylym coca,28.4,303.167,198.833,95.833,194.167
CHI2B_c.tif,Erythroxylym coca,28.4,305.5,205.833,95.167,195.167
CHI2B_d.tif,Erythroxylym coca,28.4,319.833,198.167,79.833,190.5
CHI2B_e.tif,Erythroxylym coca,28.4,325.167,201.833,74.833,199.833
CHI2B_f.tif,Erythroxylym coca,28.4,282.25,208.25,117.75,186
CHI2B_g.tif,Erythroxylym coca,28.4,272,210,127.75,193
CHI2B_h.tif,Erythroxylym coca,28.4,281,201.5,117.75,193.25
CHI2B_i.tif,Erythroxylym coca,28.4,282,187,117.75,190
CHI2B_j.tif,Erythroxylym coca,28.4,280.25,205,119.75,196
CHI2B_k.tif,Erythroxylym coca,28.4,286.75,195.75,113.75,195
CHI2M_a.tif,Erythroxylym coca,28.4,299.167,205.167,100.167,203.5
CHI2M_b.tif,Erythroxylym coca,28.4,303.167,182.5,96.833,193.167
CHI2M_c.tif,Erythroxylym coca,28.4,298.833,210.833,100.833,199.167
CHI2M_d.tif,Erythroxylym coca,28.4,295,198,104.75,197
CHI2M_e.tif,Erythroxylym coca,28.4,291,197,107.75,194.5
CHI2M_f.tif,Erythroxylym coca,28.4,324.5,204.5,75.833,194.833
CHI2M_g.tif,Erythroxylym coca,28.4,315.5,197.833,84.5,202.5
CHI2M_h.tif,Erythroxylym coca,28.4,305.833,210.167,93.833,203.167
CHI2M_i.tif,Erythroxylym coca,28.4,307.833,188.167,92.167,197.167
CHI2M_j.tif,Erythroxylym coca,28.4,288,203.25,110.75,206.75
CHI3A_a.tif,Erythroxylym coca,28.4,309.167,197.833,91.833,207.5
CHI3A_b.tif,Erythroxylym coca,28.4,280.25,205.25,119.75,203.75
CHI3A_c.tif,Erythroxylym coca,28.4,295,193.75,104.75,197.5
CHI3A_d.tif,Erythroxylym coca,28.4,298.25,200.5,100.75,201.75
CHI3A_e.tif,Erythroxylym coca,28.4,298.25,207.25,100.75,198.75
CHI3A_f.tif,Erythroxylym coca,28.4,279.25,198.25,119.75,200.75
CHI3A_g.tif,Erythroxylym coca,28.4,298,193.75,101.75,213
CHI3A_h.tif,Erythroxylym coca,28.4,294.25,206.5,104.75,201.25
CHI3A_i.tif,Erythroxylym coca,28.4,295.25,207,104.75,196
CHI3A_j.tif,Erythroxylym coca,28.4,307.167,203.833,91.833,202.5
CHI3B_a.tif,Erythroxylym coca,28.4,298,200,100.75,214
CHI3B_b.tif,Erythroxylym coca,28.4,321.5,184.5,77.5,211.167
CHI3B_c.tif,Erythroxylym coca,28.4,311.167,194.167,93.167,210.5
CHI3B_d.tif,Erythroxylym coca,28.4,311.5,200.833,87.5,209.833
CHI3B_e.tif,Erythroxylym coca,28.4,331.833,190.167,67.833,210.167
CHI3B_f.tif,Erythroxylym coca,28.4,326.167,175.167,72.833,229.5
CHI3B_g.tif,Erythroxylym coca,28.4,320.167,206.833,78.5,200.167
CHI3B_h.tif,Erythroxylym coca,28.4,308.167,194.167,90.833,202.5
CHI3B_i.tif,Erythroxylym coca,28.4,283.25,210.75,115.75,194.75
CHI3B_j.tif,Erythroxylym coca,28.4,307.833,186.5,92.833,207.833
CHI3M_a.tif,Erythroxylym coca,28.4,276.25,185.25,123.75,205.5
CHI3M_b.tif,Erythroxylym coca,28.4,323.167,204.833,75.833,195.167
CHI3M_c.tif,Erythroxylym coca,28.4,294.25,179.75,104.75,210.25
CHI3M_d.tif,Erythroxylym coca,28.4,297.5,204.75,103,197
CHI3M_e.tif,Erythroxylym coca,28.4,309.167,208.167,89.833,198.167
CHI3M_f.tif,Erythroxylym coca,28.4,269,185.25,129.5,202
CHI3M_g.tif,Erythroxylym coca,28.4,292,189,107,214
CHI3M_h.tif,Erythroxylym coca,28.4,313.5,194.5,85.833,213.833
CHI3M_i.tif,Erythroxylym coca,28.4,315.833,198.833,83.833,189.167
CHI3M_j.tif,Erythroxylym coca,28.4,317.5,218.167,81.833,185.5
CHI4A_a.tif,Erythroxylym coca,28.4,274.5,200.75,125.75,197.25
CHI4A_b.tif,Erythroxylym coca,28.4,276,210.75,122.5,194.75
CHI4A_c.tif,Erythroxylym coca,28.4,283,199,116.75,196
CHI4A_d.tif,Erythroxylym coca,28.4,278.5,204.5,121.75,205
CHI4A_e.tif,Erythroxylym coca,28.4,280.25,200.5,118.75,194.75
CHI4A_f.tif,Erythroxylym coca,28.4,272.25,205,127.75,201.75
CHI4A_g.tif,Erythroxylym coca,28.4,288.75,201,110.75,194
CHI4A_h.tif,Erythroxylym coca,28.4,294.25,202.25,104.75,191.25
CHI4A_i.tif,Erythroxylym coca,28.4,289,197.75,110.75,198.5
CHI4A_j.tif,Erythroxylym coca,28.4,285.25,204,114.75,193.25
CHI4A_k.tif,Erythroxylym coca,28.4,288,204.75,110.75,197.75
CHI4A_l.tif,Erythroxylym coca,28.4,285.75,196.75,113.75,196.75
CHI4B_a.tif,Erythroxylym coca,28.4,276,200,123.75,210
CHI4B_b.tif,Erythroxylym coca,28.4,300.833,211.167,97.833,194.5
CHI4B_c.tif,Erythroxylym coca,28.4,297,191,101.5,211.75
CHI4B_d.tif,Erythroxylym coca,28.4,310.833,211.5,88.833,195.167
CHI4B_e.tif,Erythroxylym coca,28.4,318.5,185.833,80.833,203.833
CHI4B_f.tif,Erythroxylym coca,28.4,298.167,192.5,99.833,223.167
CHI4B_g.tif,Erythroxylym coca,28.4,302.5,204.833,97.167,200.167
CHI4B_h.tif,Erythroxylym coca,28.4,291,191.75,107.75,195
CHI4B_i.tif,Erythroxylym coca,28.4,319.167,197.5,79.5,217.833
CHI4B_j.tif,Erythroxylym coca,28.4,322.5,167.167,76.5,208.5
CHI4M_a.tif,Erythroxylym coca,28.4,294.75,217,104.75,199.75
CHI4M_b.tif,Erythroxylym coca,28.4,284.25,221.5,114.75,198.75
CHI4M_c.tif,Erythroxylym coca,28.4,283.5,196.75,116.75,204.25
CHI4M_d.tif,Erythroxylym coca,28.4,268,191,131.5,203.75
CHI4M_e.tif,Erythroxylym coca,28.4,263.333,194.5,135.667,200.667
CHI4M_f.tif,Erythroxylym coca,28.4,278.25,195.75,121.75,204
CHI4M_g.tif,Erythroxylym coca,28.4,290,210,109.75,198
CHI4M_h.tif,Erythroxylym coca,28.4,300.5,200.167,98.5,193.833
CHI4M_i.tif,Erythroxylym coca,28.4,297.25,192.25,101.75,203.5
CHI4M_j.tif,Erythroxylym coca,28.4,255.5,196.5,144.667,204.667
CHI5A_a.tif,Erythroxylym coca,28.4,248.25,201,150.625,202.125
CHI5A_b.tif,Erythroxylym coca,28.4,296.25,205.5,102.5,198
CHI5A_c.tif,Erythroxylym coca,28.4,308.833,212.833,90.833,194.167
CHI5A_d.tif,Erythroxylym coca,28.4,282.25,205,117.5,194.25
CHI5A_e.tif,Erythroxylym coca,28.4,296.12,213.814,102.88,193.536
CHI5A_f.tif,Erythroxylym coca,28.4,306.458,210.236,93.735,197.512
CHI5A_g.tif,Erythroxylym coca,28.4,253.973,205.067,144.629,195.921
CHI5A_h.tif,Erythroxylym coca,28.4,288.566,195.126,110.832,215.007
CHI5A_i.tif,Erythroxylym coca,28.4,306.167,201.167,92.833,204.167
CHI5A_j.tif,Erythroxylym coca,28.4,283.25,180.5,115.75,193.5
CHI5A_k.tif,Erythroxylym coca,28.4,300.167,201.833,99.833,203.833
CHI5A_l.tif,Erythroxylym coca,28.4,301.5,204.833,97.833,187.5
CHI5B_a.tif,Erythroxylym coca,28.4,274.251,215.802,125.941,187.969
CHI5B_b.tif,Erythroxylym coca,28.4,234.5,198.125,165.625,200
CHI5B_c.tif,Erythroxylym coca,28.4,292,182,106.75,207.75
CHI5B_d.tif,Erythroxylym coca,28.4,251.375,192.625,147.625,201
CHI5B_e.tif,Erythroxylym coca,28.4,273.333,198.333,125.667,209.667
CHI5B_f.tif,Erythroxylym coca,28.4,262.333,200,137.5,204.5
CHI5B_g.tif,Erythroxylym coca,28.4,295,188.5,104.75,212
CHI5B_h.tif,Erythroxylym coca,28.4,277.333,167,121.667,210.833
CHI5B_i.tif,Erythroxylym coca,28.4,275.333,215,124.667,187.667
CHI5B_j.tif,Erythroxylym coca,28.4,294.25,206.75,105.5,197.75
CHI5M_a.tif,Erythroxylym coca,28.4,284.25,217.75,115.75,196
CHI5M_b.tif,Erythroxylym coca,28.4,259.5,195.667,140.667,201
CHI5M_c.tif,Erythroxylym coca,28.4,272.333,186,126.667,199
CHI5M_d.tif,Erythroxylym coca,28.4,260.25,194.5,139.625,197.125
CHI5M_e.tif,Erythroxylym coca,28.4,265.333,199.5,134.667,201
CHI5M_f.tif,Erythroxylym coca,28.4,281.5,200.5,117.667,208.833
CHI5M_g.tif,Erythroxylym coca,28.4,273.333,195,125.667,201.833
CHI5M_h.tif,Erythroxylym coca,28.4,268.333,196.667,131.5,203.667
CHI5M_i.tif,Erythroxylym coca,28.4,296.25,196.5,103.5,195.5
CHI5M_j.tif,Erythroxylym coca,28.4,280.25,206.5,119,206
CRE1A_a.tif,Erythroxylym novogranatense,28.4,274,198.25,124.75,203.25
CRE1A_b.tif,Erythroxylym novogranatense,28.4,264.333,194.333,134.667,207.333
CRE1A_c.tif,Erythroxylym novogranatense,28.4,282,190.25,117.5,195.25
CRE1A_d.tif,Erythroxylym novogranatense,28.4,260.333,211.833,138.5,199.5
CRE1A_e.tif,Erythroxylym novogranatense,28.4,263.333,192.5,135.5,200.833
CRE1A_f.tif,Erythroxylym novogranatense,28.4,267,198.5,131.75,205
CRE1A_g.tif,Erythroxylym novogranatense,28.4,265,191.75,133.667,205.333
CRE1A_h.tif,Erythroxylym novogranatense,28.4,269,190.5,130.5,203.75
CRE1A_i.tif,Erythroxylym novogranatense,28.4,274,191.25,125.75,199.25
CRE1A_j.tif,Erythroxylym novogranatense,28.4,276,199.25,122.75,198
CRE1A_k.tif,Erythroxylym novogranatense,28.4,282,196,117.75,198
CRE1A_l.tif,Erythroxylym novogranatense,28.4,276,198,122.75,199.25
CRE1A_m.tif,Erythroxylym novogranatense,28.4,280,194.75,118.5,202
CRE1A_n.tif,Erythroxylym novogranatense,28.4,264.333,198.5,135.5,194.5
CRE1A_o.tif,Erythroxylym novogranatense,28.4,276,197,122.5,203.75
CRE1A_p.tif,Erythroxylym novogranatense,28.4,280.25,189,118.75,204
CRE1A_q.tif,Erythroxylym novogranatense,28.4,279,197.75,120.5,195.25
CRE1B_a.tif,Erythroxylym novogranatense,28.4,255.333,197.333,143.5,201.833
CRE1B_b.tif,Erythroxylym novogranatense,28.4,259.333,205.333,140.667,194.333
CRE1B_c.tif,Erythroxylym novogranatense,28.4,256.333,201.167,143.667,201.667
CRE1B_d.tif,Erythroxylym novogranatense,28.4,264.333,192.833,134.5,201.667
CRE1B_e.tif,Erythroxylym novogranatense,28.4,256.333,187.667,142.667,207.5
CRE1B_f.tif,Erythroxylym novogranatense,28.4,254.333,187.833,145,204
CRE1B_g.tif,Erythroxylym novogranatense,28.4,270,195.5,129.75,201
CRE1B_h.tif,Erythroxylym novogranatense,28.4,259,201,130.75,199.75
CRE1B_i.tif,Erythroxylym novogranatense,28.4,268.833,200.167,125.5,207.167
CRE1B_j.tif,Erythroxylym novogranatense,28.4,266,191.75,133.75,208.75
CRE1B_k.tif,Erythroxylym novogranatense,28.4,279,201,118.75,201.5
CRE1M_a.tif,Erythroxylym novogranatense,28.4,281.25,200.75,117.5,201.5
CRE1M_b.tif,Erythroxylym novogranatense,28.4,281,209.5,117.75,200.5
CRE1M_c.tif,Erythroxylym novogranatense,28.4,279.25,194,120.75,203.25
CRE1M_d.tif,Erythroxylym novogranatense,28.4,265.25,207.25,132.75,195.75
CRE1M_e.tif,Erythroxylym novogranatense,28.4,289.25,200.5,110.75,205
CRE1M_f.tif,Erythroxylym novogranatense,28.4,304.167,187.833,95.833,207.167
CRE1M_g.tif,Erythroxylym novogranatense,28.4,267,203.75,131.75,200
CRE1M_h.tif,Erythroxylym novogranatense,28.4,271,187.75,128.5,201.75
CRE1M_i.tif,Erythroxylym novogranatense,28.4,270,197.5,128.75,196.75
CRE1M_j.tif,Erythroxylym novogranatense,28.4,269.75,190.75,130,202
CRE1M_k.tif,Erythroxylym novogranatense,28.4,281.167,199.833,117.833,193.167
CRE1M_l.tif,Erythroxylym novogranatense,28.4,295.25,203.5,104.75,191.75
CRE2A_a.tif,Erythroxylym novogranatense,28.4,240.375,196.375,159.625,198.125
CRE2A_b.tif,Erythroxylym novogranatense,28.4,260.333,205,139.667,201
CRE2A_c.tif,Erythroxylym novogranatense,28.4,254,196.667,144.667,202.667
CRE2A_d.tif,Erythroxylym novogranatense,28.4,254.333,197,144.833,201.167
CRE2A_e.tif,Erythroxylym novogranatense,28.4,255.167,193.667,144.5,202.333
CRE2A_f.tif,Erythroxylym novogranatense,28.4,266.25,212.25,134,201.25
CRE2A_g.tif,Erythroxylym novogranatense,28.4,276.25,193.25,123.75,202.25
CRE2A_h.tif,Erythroxylym novogranatense,28.4,258.5,200,141.667,200.333
CRE2A_i.tif,Erythroxylym novogranatense,28.4,279.125,200.875,120.5,204.167
CRE2A_j.tif,Erythroxylym novogranatense,28.4,275.833,193.833,122.5,202.833
CRE2A_k.tif,Erythroxylym novogranatense,28.4,263.333,202.5,136.667,203.833
CRE2B_a.tif,Erythroxylym novogranatense,28.4,282.25,200,116.75,200.25
CRE2B_b.tif,Erythroxylym novogranatense,28.4,281,200.25,118.75,196.5
CRE2B_c.tif,Erythroxylym novogranatense,28.4,276,199.5,123.75,198
CRE2B_d.tif,Erythroxylym novogranatense,28.4,285.25,191.25,114.5,201
CRE2B_e.tif,Erythroxylym novogranatense,28.4,293.25,201,105.75,201.5
CRE2B_f.tif,Erythroxylym novogranatense,28.4,272.25,195,128,200.75
CRE2B_g.tif,Erythroxylym novogranatense,28.4,258.333,202.5,140.5,196.667
CRE2B_h.tif,Erythroxylym novogranatense,28.4,270,195.75,129.5,202.5
CRE2B_i.tif,Erythroxylym novogranatense,28.4,281.167,189.167,118.5,211.167
CRE2B_j.tif,Erythroxylym novogranatense,28.4,292.167,197.167,106.833,203.5
CRE2M_a.tif,Erythroxylym novogranatense,28.4,289,181.25,109.5,205
CRE2M_b.tif,Erythroxylym novogranatense,28.4,288.25,207,110.75,191.75
CRE2M_c.tif,Erythroxylym novogranatense,28.4,293,225,106.75,177.75
CRE2M_d.tif,Erythroxylym novogranatense,28.4,284.75,217,114.75,185.25
CRE2M_e.tif,Erythroxylym novogranatense,28.4,287,203.5,111.75,195.75
CRE2M_f.tif,Erythroxylym novogranatense,28.4,279.25,195.75,119.75,195.75
CRE2M_g.tif,Erythroxylym novogranatense,28.4,248.25,190.875,150.75,199
CRE2M_h.tif,Erythroxylym novogranatense,28.4,276,200.25,123.5,198.75
CRE2M_i.tif,Erythroxylym novogranatense,28.4,264.333,192.333,134.667,201.833
CRE2M_j.tif,Erythroxylym novogranatense,28.4,271,207,128.75,199
CRE2M_k.tif,Erythroxylym novogranatense,28.4,279.25,194.25,119.5,199
CRE3A_a.tif,Erythroxylym novogranatense,28.4,282.25,205.75,116.25,199.75
CRE3A_b.tif,Erythroxylym novogranatense,28.4,267.25,196.5,131.75,197.75
CRE3A_c.tif,Erythroxylym novogranatense,28.4,254.167,204.667,144.667,198.5
CRE3A_d.tif,Erythroxylym novogranatense,28.4,258.5,199.5,140.667,197
CRE3A_e.tif,Erythroxylym novogranatense,28.4,268,206,130.75,197
CRE3A_f.tif,Erythroxylym novogranatense,28.4,271.25,203.25,128.75,195.75
CRE3A_g.tif,Erythroxylym novogranatense,28.4,270.25,205.25,129.75,194.75
CRE3A_h.tif,Erythroxylym novogranatense,28.4,274.75,208.25,123.75,191
CRE3A_i.tif,Erythroxylym novogranatense,28.4,280.25,208.5,118.75,185
CRE3A_j.tif,Erythroxylym novogranatense,28.4,256.333,203.333,143.667,195.5
CRE3A_k.tif,Erythroxylym novogranatense,28.4,271,203,127.75,199.25
CRE3A_l.tif,Erythroxylym novogranatense,28.4,257.167,200.833,142.5,197
CRE3A_m.tif,Erythroxylym novogranatense,28.4,264.333,195.667,135.5,200
CRE3A_n.tif,Erythroxylym novogranatense,28.4,277.5,200.75,122.75,196
CRE3A_o.tif,Erythroxylym novogranatense,28.4,272.25,204,126.75,195
CRE3A_p.tif,Erythroxylym novogranatense,28.4,277.25,202.25,122.5,198.25
CRE3B_a.tif,Erythroxylym novogranatense,28.4,283.75,187.75,115.5,203.25
CRE3B_b.tif,Erythroxylym novogranatense,28.4,291,175.25,108.5,206.25
CRE3B_c.tif,Erythroxylym novogranatense,28.4,283,199,116.75,201
CRE3B_d.tif,Erythroxylym novogranatense,28.4,268.75,200.75,129.75,202.25
CRE3B_e.tif,Erythroxylym novogranatense,28.4,282,209,117.75,203.25
CRE3B_f.tif,Erythroxylym novogranatense,28.4,295.25,204.5,103.75,197.5
CRE3B_g.tif,Erythroxylym novogranatense,28.4,278.75,226,119.75,195.5
CRE3B_h.tif,Erythroxylym novogranatense,28.4,271,182.75,127.75,201.5
CRE3B_i.tif,Erythroxylym novogranatense,28.4,275,186.75,123.75,217.25
CRE3B_j.tif,Erythroxylym novogranatense,28.4,288,193.5,110.5,205.5
CRE3B_k.tif,Erythroxylym novogranatense,28.4,286,204.75,112.75,198.75
