file,species,px_cm,base_x,base_y,tip_x,tip_y,variety,plant,leaf,full_name,type
CHA4A_a.tif,Erythroxylym coca,28.4,284.75,190.0,114.5,203.75,CHA,4A,a,chiparra,coca
CHA4A_b.tif,Erythroxylym coca,28.4,326.833,201.833,71.833,196.833,CHA,4A,b,chiparra,coca
CHA4A_c.tif,Erythroxylym coca,28.4,285.0,189.5,113.5,205.0,CHA,4A,c,chiparra,coca
CHA4A_d.tif,Erythroxylym coca,28.4,271.0,196.75,127.5,212.75,CHA,4A,d,chiparra,coca
CHA4A_e.tif,Erythroxylym coca,28.4,325.833,193.833,72.833,212.167,CHA,4A,e,chiparra,coca
CHA4A_f.tif,Erythroxylym coca,28.4,294.0,188.25,104.5,184.25,CHA,4A,f,chiparra,coca
CHA4A_g.tif,Erythroxylym coca,28.4,322.167,217.167,77.833,196.833,CHA,4A,g,chiparra,coca
CHA4A_h.tif,Erythroxylym coca,28.4,308.167,211.167,91.833,197.5,CHA,4A,h,chiparra,coca
CHA4A_i.tif,Erythroxylym coca,28.4,292.0,199.25,107.75,199.25,CHA,4A,i,chiparra,coca
CHA4A_j.tif,Erythroxylym coca,28.4,302.0,198.5,97.75,197.5,CHA,4A,j,chiparra,coca
CHA4B_a.tif,Erythroxylym coca,28.4,293.0,196.5,105.25,200.0,CHA,4B,a,chiparra,coca
CHA4B_b.tif,Erythroxylym coca,28.4,295.0,203.0,103.75,195.5,CHA,4B,b,chiparra,coca
CHA4B_c.tif,Erythroxylym coca,28.4,314.833,205.167,82.833,198.5,CHA,4B,c,chiparra,coca
CHA4B_d.tif,Erythroxylym coca,28.4,303.833,196.833,94.833,202.833,CHA,4B,d,chiparra,coca
CHA4B_e.tif,Erythroxylym coca,28.4,316.167,192.833,83.167,201.167,CHA,4B,e,chiparra,coca
CHA4B_f.tif,Erythroxylym coca,28.4,322.833,206.833,75.5,192.833,CHA,4B,f,chiparra,coca
CHA4B_g.tif,Erythroxylym coca,28.4,291.25,209.5,108.75,193.5,CHA,4B,g,chiparra,coca
CHA4B_h.tif,Erythroxylym coca,28.4,301.5,216.0,98.0,189.0,CHA,4B,h,chiparra,coca
CHA4B_i.tif,Erythroxylym coca,28.4,309.75,209.0,89.5,189.25,CHA,4B,i,chiparra,coca
CHA4B_j.tif,Erythroxylym coca,28.4,331.167,206.833,68.833,193.5,CHA,4B,j,chiparra,coca
CHA4B_k.tif,Erythroxylym coca,28.4,336.167,207.5,61.5,198.5,CHA,4B,k,chiparra,coca
CHA4B_l.tif,Erythroxylym coca,28.4,335.0,204.0,62.5,200.5,CHA,4B,l,chiparra,coca
CHA4M_a.tif,Erythroxylym coca,28.4,314.833,195.167,83.5,200.833,CHA,4M,a,chiparra,coca
CHA4M_b.tif,Erythroxylym coca,28.4,314.167,206.833,83.833,199.167,CHA,4M,b,chiparra,coca
CHA4M_c.tif,Erythroxylym coca,28.4,299.167,206.167,97.833,212.5,CHA,4M,c,chiparra,coca
CHA4M_d.tif,Erythroxylym coca,28.4,308.833,217.833,90.167,185.5,CHA,4M,d,chiparra,coca
CHA4M_e.tif,Erythroxylym coca,28.4,323.167,213.833,76.5,190.167,CHA,4M,e,chiparra,coca
CHA4M_f.tif,Erythroxylym coca,28.4,304.167,210.167,94.833,178.5,CHA,4M,f,chiparra,coca
CHA4M_g.tif,Erythroxylym coca,28.4,309.5,187.833,89.167,202.5,CHA,4M,g,chiparra,coca
CHA4M_h.tif,Erythroxylym coca,28.4,280.5,203.75,117.75,203.75,CHA,4M,h,chiparra,coca
CHA4M_i.tif,Erythroxylym coca,28.4,312.5,191.167,85.5,202.5,CHA,4M,i,chiparra,coca
CHA4M_j.tif,Erythroxylym coca,28.4,319.5,190.5,78.833,205.833,CHA,4M,j,chiparra,coca
CHA5A_a.tif,Erythroxylym coca,28.4,268.25,187.75,129.5,195.25,CHA,5A,a,chiparra,coca
CHA5A_b.tif,Erythroxylym coca,28.4,301.833,208.167,98.167,200.5,CHA,5A,b,chiparra,coca
CHA5A_c.tif,Erythroxylym coca,28.4,301.833,199.833,97.833,195.167,CHA,5A,c,chiparra,coca
CHA5A_d.tif,Erythroxylym coca,28.4,301.833,195.833,95.833,191.5,CHA,5A,d,chiparra,coca
CHA5A_e.tif,Erythroxylym coca,28.4,282.5,203.75,116.5,225.0,CHA,5A,e,chiparra,coca
CHA5A_f.tif,Erythroxylym coca,28.4,262.333,197.667,137.833,197.167,CHA,5A,f,chiparra,coca
CHA5A_g.tif,Erythroxylym coca,28.4,304.833,197.5,95.167,194.5,CHA,5A,g,chiparra,coca
CHA5A_h.tif,Erythroxylym coca,28.4,291.0,190.5,109.0,198.0,CHA,5A,h,chiparra,coca
CHA5A_i.tif,Erythroxylym coca,28.4,276.5,190.75,124.0,203.5,CHA,5A,i,chiparra,coca
CHA5A_j.tif,Erythroxylym coca,28.4,263.167,201.333,135.667,200.0,CHA,5A,j,chiparra,coca
CHA5A_k.tif,Erythroxylym coca,28.4,286.25,197.25,113.75,195.0,CHA,5A,k,chiparra,coca
CHA5B_a.tif,Erythroxylym coca,28.4,286.25,195.5,113.5,201.25,CHA,5B,a,chiparra,coca
CHA5B_b.tif,Erythroxylym coca,28.4,286.75,218.25,111.75,196.75,CHA,5B,b,chiparra,coca
CHA5B_c.tif,Erythroxylym coca,28.4,281.5,195.75,118.75,204.25,CHA,5B,c,chiparra,coca
CHA5B_d.tif,Erythroxylym coca,28.4,313.167,206.167,86.167,199.5,CHA,5B,d,chiparra,coca
CHA5B_e.tif,Erythroxylym coca,28.4,321.167,204.833,78.833,201.167,CHA,5B,e,chiparra,coca
CHA5B_f.tif,Erythroxylym coca,28.4,306.833,199.167,91.833,201.833,CHA,5B,f,chiparra,coca
CHA5B_g.tif,Erythroxylym coca,28.4,281.25,205.5,117.75,189.0,CHA,5B,g,chiparra,coca
CHA5B_h.tif,Erythroxylym coca,28.4,273.0,196.5,125.75,207.75,CHA,5B,h,chiparra,coca
CHA5B_i.tif,Erythroxylym coca,28.4,290.167,188.167,108.833,207.833,CHA,5B,i,chiparra,coca
CHA5B_j.tif,Erythroxylym coca,28.4,306.167,190.833,92.5,197.833,CHA,5B,j,chiparra,coca
CHA5M_a.tif,Erythroxylym coca,28.4,277.25,186.0,121.5,196.75,CHA,5M,a,chiparra,coca
CHA5M_b.tif,Erythroxylym coca,28.4,302.5,188.5,97.833,200.167,CHA,5M,b,chiparra,coca
CHA5M_c.tif,Erythroxylym coca,28.4,297.75,202.75,101.5,199.25,CHA,5M,c,chiparra,coca
CHA5M_d.tif,Erythroxylym coca,28.4,268.0,193.75,131.0,205.75,CHA,5M,d,chiparra,coca
CHA5M_e.tif,Erythroxylym coca,28.4,259.333,204.0,139.667,194.333,CHA,5M,e,chiparra,coca
CHA5M_f.tif,Erythroxylym coca,28.4,307.167,202.5,92.833,200.167,CHA,5M,f,chiparra,coca
CHA5M_g.tif,Erythroxylym coca,28.4,288.75,200.0,109.5,203.0,CHA,5M,g,chiparra,coca
CHA5M_h.tif,Erythroxylym coca,28.4,290.0,178.25,109.75,213.75,CHA,5M,h,chiparra,coca
CHA5M_i.tif,Erythroxylym coca,28.4,296.75,218.75,101.75,183.5,CHA,5M,i,chiparra,coca
CHA5M_j.tif,Erythroxylym coca,28.4,282.25,188.75,117.5,202.0,CHA,5M,j,chiparra,coca
CHA6A_a.tif,Erythroxylym coca,28.4,275.5,200.5,124.667,202.833,CHA,6A,a,chiparra,coca
CHA6A_b.tif,Erythroxylym coca,28.4,268.333,191.0,130.667,199.667,CHA,6A,b,chiparra,coca
CHA6A_c.tif,Erythroxylym coca,28.4,284.0,194.25,114.75,211.0,CHA,6A,c,chiparra,coca
CHA6A_d.tif,Erythroxylym coca,28.4,275.333,191.5,123.667,203.333,CHA,6A,d,chiparra,coca
CHA6A_e.tif,Erythroxylym coca,28.4,267.333,200.167,131.667,197.333,CHA,6A,e,chiparra,coca
CHA6A_f.tif,Erythroxylym coca,28.4,268.667,195.833,131.667,206.5,CHA,6A,f,chiparra,coca
CHA6A_g.tif,Erythroxylym coca,28.4,282.25,194.75,116.75,196.0,CHA,6A,g,chiparra,coca
CHA6A_h.tif,Erythroxylym coca,28.4,257.167,192.833,142.667,205.833,CHA,6A,h,chiparra,coca
CHA6A_i.tif,Erythroxylym coca,28.4,276.5,197.0,122.667,184.0,CHA,6A,i,chiparra,coca
CHA6A_j.tif,Erythroxylym coca,28.4,267.333,203.5,132.5,213.833,CHA,6A,j,chiparra,coca
CHA6B_a.tif,Erythroxylym coca,28.4,298.0,189.75,100.75,208.25,CHA,6B,a,chiparra,coca
CHA6B_b.tif,Erythroxylym coca,28.4,287.75,189.75,111.75,204.0,CHA,6B,b,chiparra,coca
CHA6B_c.tif,Erythroxylym coca,28.4,287.25,210.75,112.75,196.75,CHA,6B,c,chiparra,coca
CHA6B_d.tif,Erythroxylym coca,28.4,281.167,199.0,117.667,204.833,CHA,6B,d,chiparra,coca
CHA6B_e.tif,Erythroxylym coca,28.4,294.25,199.25,105.75,200.25,CHA,6B,e,chiparra,coca
CHA6B_f.tif,Erythroxylym coca,28.4,292.75,218.0,106.75,194.25,CHA,6B,f,chiparra,coca
CHA6B_g.tif,Erythroxylym coca,28.4,280.5,196.5,119.5,205.5,CHA,6B,g,chiparra,coca
CHA6B_h.tif,Erythroxylym coca,28.4,282.0,201.0,117.5,201.75,CHA,6B,h,chiparra,coca
CHA6B_i.tif,Erythroxylym coca,28.4,265.167,197.0,133.833,211.0,CHA,6B,i,chiparra,coca
CHA6B_j.tif,Erythroxylym coca,28.4,268.25,202.75,132.0,195.75,CHA,6B,j,chiparra,coca
CHA6B_k.tif,Erythroxylym coca,28.4,280.25,204.75,118.75,199.5,CHA,6B,k,chiparra,coca
CHA6B_l.tif,Erythroxylym coca,28.4,294.53,209.44,103.675,201.09,CHA,6B,l,chiparra,coca
CHA6M_a.tif,Erythroxylym coca,28.4,278.25,217.25,121.75,202.0,CHA,6M,a,chiparra,coca
CHA6M_b.tif,Erythroxylym coca,28.4,277.0,193.25,122.75,196.0,CHA,6M,b,chiparra,coca
CHA6M_c.tif,Erythroxylym coca,28.4,283.25,202.0,116.5,190.75,CHA,6M,c,chiparra,coca
CHA6M_d.tif,Erythroxylym coca,28.4,287.0,205.5,112.5,194.75,CHA,6M,d,chiparra,coca
CHA6M_e.tif,Erythroxylym coca,28.4,282.25,203.5,116.75,195.75,CHA,6M,e,chiparra,coca
CHA6M_f.tif,Erythroxylym coca,28.4,280.25,211.0,118.75,190.75,CHA,6M,f,chiparra,coca
CHA6M_g.tif,Erythroxylym coca,28.4,294.0,201.75,105.75,203.0,CHA,6M,g,chiparra,coca
CHA6M_h.tif,Erythroxylym coca,28.4,276.833,200.5,121.833,206.833,CHA,6M,h,chiparra,coca
CHA6M_i.tif,Erythroxylym coca,28.4,259.75,201.75,139.75,200.75,CHA,6M,i,chiparra,coca
CHA6M_j.tif,Erythroxylym coca,28.4,269.0,213.833,129.667,183.833,CHA,6M,j,chiparra,coca
CHA6M_k.tif,Erythroxylym coca,28.4,270.0,202.5,129.75,194.25,CHA,6M,k,chiparra,coca
CHA6M_l.tif,Erythroxylym coca,28.4,261.528,200.295,137.87,200.295,CHA,6M,l,chiparra,coca
CHA6M_m.tif,Erythroxylym coca,28.4,270.25,202.0,128.75,198.0,CHA,6M,m,chiparra,coca
CHA6M_n.tif,Erythroxylym coca,28.4,275.0,201.0,124.0,196.75,CHA,6M,n,chiparra,coca
CHA7A_a.tif,Erythroxylym coca,28.4,275.0,207.5,124.75,193.5,CHA,7A,a,chiparra,coca
CHA7A_b.tif,Erythroxylym coca,28.4,273.0,219.25,126.0,194.0,CHA,7A,b,chiparra,coca
CHA7A_c.tif,Erythroxylym coca,28.4,283.0,213.5,116.75,180.25,CHA,7A,c,chiparra,coca
CHA7A_d.tif,Erythroxylym coca,28.4,285.5,212.75,113.5,190.25,CHA,7A,d,chiparra,coca
CHA7A_e.tif,Erythroxylym coca,28.4,286.25,204.75,113.75,188.25,CHA,7A,e,chiparra,coca
CHA7A_f.tif,Erythroxylym coca,28.4,288.75,204.0,110.0,196.0,CHA,7A,f,chiparra,coca
CHA7A_g.tif,Erythroxylym coca,28.4,286.75,205.25,113.0,198.0,CHA,7A,g,chiparra,coca
CHA7A_h.tif,Erythroxylym coca,28.4,262.167,198.167,136.667,199.0,CHA,7A,h,chiparra,coca
CHA7A_i.tif,Erythroxylym coca,28.4,275.333,205.5,123.667,194.0,CHA,7A,i,chiparra,coca
CHA7A_j.tif,Erythroxylym coca,28.4,281.0,198.75,118.75,194.25,CHA,7A,j,chiparra,coca
CHA7A_k.tif,Erythroxylym coca,28.4,285.75,200.5,113.25,191.0,CHA,7A,k,chiparra,coca
CHA7A_l.tif,Erythroxylym coca,28.4,294.25,205.5,105.75,197.25,CHA,7A,l,chiparra,coca
CHA7A_m.tif,Erythroxylym coca,28.4,287.0,213.75,111.5,204.0,CHA,7A,m,chiparra,coca
CHA7A_n.tif,Erythroxylym coca,28.4,293.25,201.5,105.75,193.5,CHA,7A,n,chiparra,coca
CHA7B_a.tif,Erythroxylym coca,28.4,262.333,217.5,137.833,182.667,CHA,7B,a,chiparra,coca
CHA7B_b.tif,Erythroxylym coca,28.4,283.25,210.25,116.5,183.25,CHA,7B,b,chiparra,coca
CHA7B_c.tif,Erythroxylym coca,28.4,275.25,210.25,123.75,191.5,CHA,7B,c,chiparra,coca
CHA7B_d.tif,Erythroxylym coca,28.4,278.0,205.5,120.5,196.75,CHA,7B,d,chiparra,coca
CHA7B_e.tif,Erythroxylym coca,28.4,268.0,193.5,131.75,205.0,CHA,7B,e,chiparra,coca
CHA7B_f.tif,Erythroxylym coca,28.4,305.167,216.167,92.833,187.5,CHA,7B,f,chiparra,coca
CHA7B_g.tif,Erythroxylym coca,28.4,277.0,200.5,121.75,205.0,CHA,7B,g,chiparra,coca
CHA7B_h.tif,Erythroxylym coca,28.4,276.25,192.5,122.5,201.75,CHA,7B,h,chiparra,coca
CHA7B_i.tif,Erythroxylym coca,28.4,268.25,198.5,130.75,206.75,CHA,7B,i,chiparra,coca
CHA7M_a.tif,Erythroxylym coca,28.4,284.0,200.75,116.0,203.0,CHA,7M,a,chiparra,coca
CHA7M_b.tif,Erythroxylym coca,28.4,283.25,193.5,116.75,204.25,CHA,7M,b,chiparra,coca
CHA7M_c.tif,Erythroxylym coca,28.4,282.25,202.25,117.75,201.25,CHA,7M,c,chiparra,coca
CHA7M_d.tif,Erythroxylym coca,28.4,283.0,202.25,116.75,194.75,CHA,7M,d,chiparra,coca
CHA7M_e.tif,Erythroxylym coca,28.4,278.0,195.5,121.5,199.0,CHA,7M,e,chiparra,coca
CHA7M_f.tif,Erythroxylym coca,28.4,274.75,209.5,124.75,195.5,CHA,7M,f,chiparra,coca
CHA7M_g.tif,Erythroxylym coca,28.4,274.75,198.75,124.5,191.75,CHA,7M,g,chiparra,coca
CHA7M_h.tif,Erythroxylym coca,28.4,267.5,193.75,130.75,199.25,CHA,7M,h,chiparra,coca
CHA7M_i.tif,Erythroxylym coca,28.4,307.0,196.5,93.5,201.5,CHA,7M,i,chiparra,coca
CHA7M_j.tif,Erythroxylym coca,28.4,300.833,209.5,97.833,201.833,CHA,7M,j,chiparra,coca
CHA7M_k.tif,Erythroxylym coca,28.4,287.0,208.25,111.75,202.75,CHA,7M,k,chiparra,coca
CHA7M_l.tif,Erythroxylym coca,28.4,291.75,190.75,108.0,199.5,CHA,7M,l,chiparra,coca
CHA7M_m.tif,Erythroxylym coca,28.4,294.167,204.833,104.5,201.833,CHA,7M,m,chiparra,coca
CHA7M_n.tif,Erythroxylym coca,28.4,285.75,186.0,114.0,207.0,CHA,7M,n,chiparra,coca
CHA7M_o.tif,Erythroxylym coca,28.4,280.75,203.5,118.75,198.0,CHA,7M,o,chiparra,coca
CHA7M_p.tif,Erythroxylym coca,28.4,290.0,201.5,108.75,200.25,CHA,7M,p,chiparra,coca
CHA8A_a.tif,Erythroxylym coca,28.4,277.0,213.25,122.75,191.0,CHA,8A,a,chiparra,coca
CHA8A_b.tif,Erythroxylym coca,28.4,273.0,187.25,126.75,213.0,CHA,8A,b,chiparra,coca
CHA8A_c.tif,Erythroxylym coca,28.4,274.0,183.75,125.75,215.25,CHA,8A,c,chiparra,coca
CHA8A_d.tif,Erythroxylym coca,28.4,286.25,200.25,112.75,203.75,CHA,8A,d,chiparra,coca
CHA8A_e.tif,Erythroxylym coca,28.4,283.25,182.5,116.5,207.25,CHA,8A,e,chiparra,coca
CHA8A_f.tif,Erythroxylym coca,28.4,296.75,189.75,102.75,207.0,CHA,8A,f,chiparra,coca
CHA8A_g.tif,Erythroxylym coca,28.4,292.75,204.0,105.75,201.0,CHA,8A,g,chiparra,coca
CHA8A_h.tif,Erythroxylym coca,28.4,282.25,195.75,117.75,199.0,CHA,8A,h,chiparra,coca
CHA8A_i.tif,Erythroxylym coca,28.4,272.0,189.75,126.75,207.75,CHA,8A,i,chiparra,coca
CHA8A_j.tif,Erythroxylym coca,28.4,272.0,196.5,127.0,205.0,CHA,8A,j,chiparra,coca
CHA8B_a.tif,Erythroxylym coca,28.4,285.0,192.5,113.75,215.0,CHA,8B,a,chiparra,coca
CHA8B_b.tif,Erythroxylym coca,28.4,293.0,199.25,105.75,202.75,CHA,8B,b,chiparra,coca
CHA8B_c.tif,Erythroxylym coca,28.4,279.25,211.0,120.75,190.0,CHA,8B,c,chiparra,coca
CHA8B_d.tif,Erythroxylym coca,28.4,289.0,200.25,111.0,201.25,CHA,8B,d,chiparra,coca
CHA8B_e.tif,Erythroxylym coca,28.4,289.0,213.25,110.75,201.5,CHA,8B,e,chiparra,coca
CHA8B_f.tif,Erythroxylym coca,28.4,277.25,199.5,121.75,205.0,CHA,8B,f,chiparra,coca
CHA8B_g.tif,Erythroxylym coca,28.4,283.25,208.25,116.5,195.25,CHA,8B,g,chiparra,coca
CHA8B_h.tif,Erythroxylym coca,28.4,277.5,196.833,122.167,205.833,CHA,8B,h,chiparra,coca
CHA8B_i.tif,Erythroxylym coca,28.4,301.833,212.5,98.167,192.5,CHA,8B,i,chiparra,coca
CHA8B_j.tif,Erythroxylym coca,28.4,283.833,203.5,115.833,203.5,CHA,8B,j,chiparra,coca
CHA8M_a.tif,Erythroxylym coca,28.4,280.0,198.25,119.75,208.75,CHA,8M,a,chiparra,coca
CHA8M_b.tif,Erythroxylym coca,28.4,286.25,197.75,113.75,200.25,CHA,8M,b,chiparra,coca
CHA8M_c.tif,Erythroxylym coca,28.4,295.25,192.5,103.75,201.5,CHA,8M,c,chiparra,coca
CHA8M_d.tif,Erythroxylym coca,28.4,283.5,193.5,115.75,206.5,CHA,8M,d,chiparra,coca
CHA8M_e.tif,Erythroxylym coca,28.4,297.25,198.25,103.0,198.0,CHA,8M,e,chiparra,coca
CHA8M_f.tif,Erythroxylym coca,28.4,280.0,207.0,119.75,199.25,CHA,8M,f,chiparra,coca
CHA8M_g.tif,Erythroxylym coca,28.4,284.25,201.75,114.75,202.0,CHA,8M,g,chiparra,coca
CHA8M_h.tif,Erythroxylym coca,28.4,276.833,194.167,121.833,202.167,CHA,8M,h,chiparra,coca
CHA8M_i.tif,Erythroxylym coca,28.4,285.0,191.5,114.75,200.25,CHA,8M,i,chiparra,coca
CHA8M_j.tif,Erythroxylym coca,28.4,286.0,204.5,112.5,197.0,CHA,8M,j,chiparra,coca
CHA8M_k.tif,Erythroxylym coca,28.4,306.5,204.0,92.0,197.0,CHA,8M,k,chiparra,coca
CHA8M_l.tif,Erythroxylym coca,28.4,294.25,197.75,104.75,200.0,CHA,8M,l,chiparra,coca
CHA9A_a.tif,Erythroxylym coca,28.4,283.25,196.5,115.75,205.5,CHA,9A,a,chiparra,coca
CHA9A_b.tif,Erythroxylym coca,28.4,278.25,202.25,121.75,200.5,CHA,9A,b,chiparra,coca
CHA9A_c.tif,Erythroxylym coca,28.4,296.25,203.0,103.75,207.5,CHA,9A,c,chiparra,coca
CHA9A_d.tif,Erythroxylym coca,28.4,272.25,196.75,127.75,200.0,CHA,9A,d,chiparra,coca
CHA9A_e.tif,Erythroxylym coca,28.4,286.25,200.0,112.75,204.0,CHA,9A,e,chiparra,coca
CHA9A_f.tif,Erythroxylym coca,28.4,274.0,200.0,125.75,199.75,CHA,9A,f,chiparra,coca
CHA9A_g.tif,Erythroxylym coca,28.4,274.25,204.0,126.0,203.5,CHA,9A,g,chiparra,coca
CHA9A_h.tif,Erythroxylym coca,28.4,278.75,191.75,119.75,207.0,CHA,9A,h,chiparra,coca
CHA9A_i.tif,Erythroxylym coca,28.4,279.75,199.0,118.75,204.75,CHA,9A,i,chiparra,coca
CHA9A_j.tif,Erythroxylym coca,28.4,289.25,196.5,109.75,203.25,CHA,9A,j,chiparra,coca
CHA9A_k.tif,Erythroxylym coca,28.4,283.25,198.5,115.5,197.75,CHA,9A,k,chiparra,coca
CHA9A_l.tif,Erythroxylym coca,28.4,286.25,203.0,112.5,203.5,CHA,9A,l,chiparra,coca
CHA9B_a.tif,Erythroxylym coca,28.4,276.75,213.0,123.0,195.0,CHA,9B,a,chiparra,coca
CHA9B_b.tif,Erythroxylym coca,28.4,292.25,206.75,108.0,201.75,CHA,9B,b,chiparra,coca
CHA9B_c.tif,Erythroxylym coca,28.4,277.75,211.0,121.75,194.25,CHA,9B,c,chiparra,coca
CHA9B_d.tif,Erythroxylym coca,28.4,284.0,200.0,115.75,193.5,CHA,9B,d,chiparra,coca
CHA9B_e.tif,Erythroxylym coca,28.4,284.0,202.5,114.5,195.25,CHA,9B,e,chiparra,coca
CHA9B_f.tif,Erythroxylym coca,28.4,287.167,201.833,112.833,200.5,CHA,9B,f,chiparra,coca
CHA9B_g.tif,Erythroxylym coca,28.4,293.0,205.5,105.5,194.75,CHA,9B,g,chiparra,coca
CHA9B_h.tif,Erythroxylym coca,28.4,281.0,204.75,117.5,192.75,CHA,9B,h,chiparra,coca
CHA9B_i.tif,Erythroxylym coca,28.4,286.75,206.0,111.75,195.5,CHA,9B,i,chiparra,coca
CHA9B_j.tif,Erythroxylym coca,28.4,286.0,200.5,113.75,199.0,CHA,9B,j,chiparra,coca
CHA9B_k.tif,Erythroxylym coca,28.4,283.0,201.25,115.75,197.0,CHA,9B,k,chiparra,coca
CHA9B_l.tif,Erythroxylym coca,28.4,299.167,200.167,100.833,188.167,CHA,9B,l,chiparra,coca
CHA9B_m.tif,Erythroxylym coca,28.4,278.25,204.25,120.75,193.5,CHA,9B,m,chiparra,coca
CHA9B_n.tif,Erythroxylym coca,28.4,275.25,194.75,124.5,205.5,CHA,9B,n,chiparra,coca
CHA9M_a.tif,Erythroxylym coca,28.4,274.0,199.5,124.75,198.0,CHA,9M,a,chiparra,coca
CHA9M_b.tif,Erythroxylym coca,28.4,287.0,182.75,112.0,211.25,CHA,9M,b,chiparra,coca
CHA9M_c.tif,Erythroxylym coca,28.4,277.0,184.0,123.0,216.0,CHA,9M,c,chiparra,coca
CHA9M_d.tif,Erythroxylym coca,28.4,276.0,200.0,124.0,204.0,CHA,9M,d,chiparra,coca
CHA9M_e.tif,Erythroxylym coca,28.4,294.0,202.25,104.75,192.0,CHA,9M,e,chiparra,coca
CHA9M_f.tif,Erythroxylym coca,28.4,271.0,185.0,127.75,210.5,CHA,9M,f,chiparra,coca
CHA9M_g.tif,Erythroxylym coca,28.4,291.25,188.75,107.5,199.75,CHA,9M,g,chiparra,coca
CHA9M_h.tif,Erythroxylym coca,28.4,289.25,203.5,109.75,202.75,CHA,9M,h,chiparra,coca
CHA9M_i.tif,Erythroxylym coca,28.4,295.5,190.0,104.75,216.75,CHA,9M,i,chiparra,coca
CHI1A_a.tif,Erythroxylym coca,28.4,263.333,197.5,135.5,201.667,CHI,1A,a,chirosa,coca
CHI1A_b.tif,Erythroxylym coca,28.4,268.0,201.25,130.75,193.5,CHI,1A,b,chirosa,coca
CHI1A_c.tif,Erythroxylym coca,28.4,267.25,197.0,132.75,205.5,CHI,1A,c,chirosa,coca
CHI1A_d.tif,Erythroxylym coca,28.4,278.25,205.75,121.5,193.0,CHI,1A,d,chirosa,coca
CHI1A_e.tif,Erythroxylym coca,28.4,270.5,193.5,128.75,205.5,CHI,1A,e,chirosa,coca
CHI1A_f.tif,Erythroxylym coca,28.4,272.0,218.5,126.75,185.0,CHI,1A,f,chirosa,coca
CHI1A_g.tif,Erythroxylym coca,28.4,274.0,194.75,125.75,203.25,CHI,1A,g,chirosa,coca
CHI1A_h.tif,Erythroxylym coca,28.4,285.25,207.5,114.75,200.0,CHI,1A,h,chirosa,coca
CHI1A_i.tif,Erythroxylym coca,28.4,277.5,195.0,122.75,203.25,CHI,1A,i,chirosa,coca
CHI1A_j.tif,Erythroxylym coca,28.4,275.25,205.75,124.75,201.5,CHI,1A,j,chirosa,coca
CHI1A_k.tif,Erythroxylym coca,28.4,281.5,193.25,118.75,206.5,CHI,1A,k,chirosa,coca
CHI1A_l.tif,Erythroxylym coca,28.4,289.25,215.0,110.75,196.25,CHI,1A,l,chirosa,coca
CHI1B_a.tif,Erythroxylym coca,28.4,260.333,189.5,138.667,204.0,CHI,1B,a,chirosa,coca
CHI1B_b.tif,Erythroxylym coca,28.4,290.0,192.75,109.75,207.0,CHI,1B,b,chirosa,coca
CHI1B_c.tif,Erythroxylym coca,28.4,312.833,203.167,86.5,205.167,CHI,1B,c,chirosa,coca
CHI1B_d.tif,Erythroxylym coca,28.4,283.75,200.75,114.75,205.25,CHI,1B,d,chirosa,coca
CHI1B_e.tif,Erythroxylym coca,28.4,284.25,203.75,114.75,198.0,CHI,1B,e,chirosa,coca
CHI1B_f.tif,Erythroxylym coca,28.4,290.5,193.167,110.167,197.167,CHI,1B,f,chirosa,coca
CHI1B_g.tif,Erythroxylym coca,28.4,288.0,188.25,110.75,202.25,CHI,1B,g,chirosa,coca
CHI1B_h.tif,Erythroxylym coca,28.4,284.5,196.75,115.75,204.25,CHI,1B,h,chirosa,coca
CHI1B_i.tif,Erythroxylym coca,28.4,301.167,202.833,98.5,195.833,CHI,1B,i,chirosa,coca
CHI1B_j.tif,Erythroxylym coca,28.4,301.167,205.167,99.167,199.5,CHI,1B,j,chirosa,coca
CHI1M_a.tif,Erythroxylym coca,28.4,263.333,199.333,136.5,196.5,CHI,1M,a,chirosa,coca
CHI1M_b.tif,Erythroxylym coca,28.4,278.5,178.5,121.75,209.5,CHI,1M,b,chirosa,coca
CHI1M_c.tif,Erythroxylym coca,28.4,287.25,181.5,112.5,204.5,CHI,1M,c,chirosa,coca
CHI1M_d.tif,Erythroxylym coca,28.4,271.0,201.75,127.75,204.5,CHI,1M,d,chirosa,coca
CHI1M_e.tif,Erythroxylym coca,28.4,275.5,205.25,123.75,197.0,CHI,1M,e,chirosa,coca
CHI1M_f.tif,Erythroxylym coca,28.4,277.5,189.167,122.167,205.833,CHI,1M,f,chirosa,coca
CHI1M_g.tif,Erythroxylym coca,28.4,290.25,196.0,109.0,213.75,CHI,1M,g,chirosa,coca
CHI1M_h.tif,Erythroxylym coca,28.4,253.5,205.5,146.667,194.667,CHI,1M,h,chirosa,coca
CHI1M_i.tif,Erythroxylym coca,28.4,252.333,203.667,147.667,203.5,CHI,1M,i,chirosa,coca
CHI1M_j.tif,Erythroxylym coca,28.4,244.375,205.875,155.5,200.875,CHI,1M,j,chirosa,coca
CHI1M_k.tif,Erythroxylym coca,28.4,271.5,196.75,127.5,206.0,CHI,1M,k,chirosa,coca
CHI1M_l.tif,Erythroxylym coca,28.4,275.5,185.75,123.75,204.0,CHI,1M,l,chirosa,coca
CHI1M_m.tif,Erythroxylym coca,28.4,283.0,195.5,115.5,209.75,CHI,1M,m,chirosa,coca
